0,28.67,-65.60
0,32.77,-69.40
1,8.19,-59.40
1,8.19,-68.00
1,12.29,-64.80
1,12.29,-62.60
1,16.38,-70.40
1,20.48,-59.50
1,24.58,-71.80
1,24.58,-59.80
1,28.67,-71.90
1,28.67,-60.50
1,32.77,-67.80
1,36.86,-66.50
1,36.86,-61.00
1,40.96,-71.70
1,45.06,-60.40
1,45.06,-66.30
1,53.25,-71.30
1,53.25,-60.10
1,57.34,-68.00
1,61.44,-70.50
1,61.44,-59.90
1,65.54,-70.00
1,69.63,-64.10
1,73.73,-62.70
1,77.82,-70.50
1,77.82,-60.00
1,61.44,-70.40
1,86.02,-64.10
1,90.11,-63.40
1,94.21,-70.30
1,98.30,-60.10
1,102.40,-60.70
1,106.50,-70.80
1,106.50,-60.10
1,114.69,-68.80
1,114.69,-65.50
1,118.78,-60.20
1,122.88,-70.60
1,126.98,-62.40
1,131.07,-64.70
1,139.26,-69.60
1,139.26,-61.30
1,143.36,-66.70
1,147.46,-68.70
1,151.55,-60.50
1,159.74,-70.50
1,159.74,-65.40
1,163.84,-62.60
1,172.03,-70.80
1,176.13,-66.40
1,180.22,-61.70
1,184.32,-70.40
1,188.42,-65.00
1,192.51,-63.00
1,200.70,-70.70
1,200.70,-64.50
1,208.90,-63.30
1,212.99,-70.70
1,217.09,-67.60
1,221.18,-61.40
1,229.38,-70.00
1,237.57,-70.40
1,237.57,-64.90
1,241.66,-63.80
1,249.86,-70.80
1,253.95,-65.00
1,258.05,-63.90
1,266.24,-70.30
1,266.24,-61.90
1,274.43,-65.40
1,282.62,-69.00
1,282.62,-62.00
1,290.82,-67.80
1,294.91,-66.60
1,299.01,-62.20
1,307.20,-69.10
1,311.30,-65.50
1,315.39,-62.10
1,327.68,-69.00
1,327.68,-67.80
1,335.87,-62.20
1,344.06,-66.90
1,348.16,-67.90
1,352.26,-62.60
1,360.45,-67.40
1,364.54,-69.10
1,368.64,-63.60
1,380.93,-66.60
1,385.02,-69.20
1,389.12,-63.00
1,401.41,-68.70
1,405.50,-69.50
1,409.60,-65.30
1,417.79,-64.80
1,425.98,-68.80
1,425.98,-63.30
1,438.27,-67.90
1,442.37,-66.10
1,450.56,-64.40
1,454.66,-69.30
2,450.56,-64.30
1,12.29,-66.30
1,12.29,-71.60
1,12.29,-60.80
1,16.38,-71.70
1,16.38,-66.20
1,20.48,-62.90
1,24.58,-73.20
1,24.58,-65.00
1,24.58,-63.30
1,32.77,-72.70
1,32.77,-63.90
1,36.86,-64.20
1,40.96,-72.30
1,40.96,-63.30
1,45.06,-65.30
1,49.15,-72.80
1,49.15,-63.50
1,53.25,-65.40
1,57.34,-72.60
1,57.34,-61.40
1,65.54,-69.30
1,69.63,-71.00
1,69.63,-60.90
1,73.73,-71.40
1,77.82,-66.70
1,77.82,-62.40
1,86.02,-70.90
1,86.02,-66.40
1,90.11,-62.40
1,94.21,-72.20
1,98.30,-62.30
1,102.40,-64.40
1,106.50,-72.20
1,106.50,-61.50
1,114.69,-70.10
1,118.78,-67.70
1,118.78,-62.60
1,126.98,-72.20
1,131.07,-64.40
1,131.07,-67.60
1,139.26,-71.40
1,139.26,-61.50
1,147.46,-67.90
1,151.55,-70.60
1,151.55,-62.10
1,159.74,-70.30
1,163.84,-67.20
1,167.94,-62.20
1,172.03,-70.60
1,176.13,-68.10
1,180.22,-62.00
1,184.32,-67.10
1,192.51,-67.20
1,196.61,-71.50
1,196.61,-63.50
1,204.80,-64.50
1,208.90,-71.60
1,212.99,-65.80
1,217.09,-63.70
1,225.28,-71.00
1,229.38,-66.30
1,233.47,-62.80
1,237.57,-70.20
1,245.76,-67.80
1,245.76,-62.90
1,253.95,-69.60
1,258.05,-69.20
1,262.14,-62.50
1,270.34,-67.90
1,278.53,-70.40
1,282.62,-63.50
1,286.72,-64.10
1,294.91,-70.30
1,299.01,-67.70
1,303.10,-63.50
1,307.20,-68.80
1,315.39,-69.90
1,319.49,-63.30
1,327.68,-67.00
1,331.78,-70.80
1,335.87,-64.50
1,344.06,-65.40
1,352.26,-68.40
1,356.35,-69.60
1,360.45,-70.40
1,368.64,-66.70
1,372.74,-63.50
1,380.93,-69.40
1,385.02,-67.00
1,389.12,-63.30
1,401.41,-69.30
1,405.50,-67.00
1,413.70,-63.70
1,417.79,-69.40
1,425.98,-67.80
1,430.08,-63.80
1,438.27,-67.20
1,442.37,-69.20
1,446.46,-65.40
1,454.66,-65.20
2,454.66,-69.40
1,8.19,-67.30
1,8.19,-62.20
1,12.29,-71.00
1,16.38,-69.50
1,16.38,-61.60
1,16.38,-70.40
1,20.48,-70.00
1,24.58,-61.30
1,28.67,-71.10
1,28.67,-70.50
1,32.77,-61.50
1,36.86,-72.90
1,40.96,-73.20
1,40.96,-66.00
1,45.06,-61.60
1,49.15,-73.40
1,53.25,-69.40
1,53.25,-61.30
1,57.34,-72.40
1,61.44,-67.70
1,61.44,-61.50
1,65.54,-67.50
1,69.63,-73.00
1,73.73,-63.10
1,77.82,-65.50
1,81.92,-73.50
1,81.92,-65.50
1,86.02,-63.30
1,94.21,-73.60
1,94.21,-64.40
1,98.30,-64.20
1,102.40,-73.30
1,106.50,-67.20
1,110.59,-62.90
1,114.69,-71.50
1,118.78,-69.80
1,122.88,-62.40
1,126.98,-70.40
1,131.07,-70.50
1,131.07,-63.10
1,139.26,-67.00
1,143.36,-72.40
1,147.46,-65.50
1,151.55,-64.30
1,155.65,-66.10
1,159.74,-64.40
1,163.84,-63.40
1,167.94,-72.40
1,172.03,-66.20
1,176.13,-62.50
